open	close	type	description	rev
11/30/03	12/30/03	done	try moving channel buttons down 1 unit so selection bar surrounds them on all sides	1.0.28
11/1/03	12/30/03	done	selection mode should be easier to get out of (mf); add deselect to channel context menu	1.0.28
12/1/03	12/28/03	done	add tool tips; track data changes, both input-driven and timer-driven; option to enable/disable	1.0.28
11/1/03	12/12/03	done	add volume, pan, and pitch automation	1.0.28
12/11/03	12/11/03	done	disable setting audio device while sounds are open, otherwise Audiere misbehaves	1.0.27
12/11/03	12/11/03	done	if channel's PreTranslateMessage call's main window's PreTranslateMessage directly, deleting a channel while it's playing causes an access violation; go back to using PostMessage	1.0.27
12/10/03	12/11/03	done	if a channel control is disabled while it has focus, and the user subsequently exits from a dialog using the esc key, the app's alt keys stop working; must switch focus to an enabled control	1.0.27
12/1/03	12/11/03	done	add menu option to select audio device	1.0.27
12/8/03	12/10/03	done	after column resizing, inserted tracks don't have correct widths	1.0.26
12/6/03	12/10/03	done	column dividers are centered between some controls and not others; window widths should be calculated directly from column widths, instead of using deltas	1.0.26
12/6/03	12/10/03	done	support "no show while dragging" column resizing, using vertical line in view	1.0.26
12/6/03	12/10/03	done	controls in column groups (e.g. transport buttons) should stretch proportionally	1.0.26
12/4/03	12/10/03	done	opening new doc while maximized causes resizing; this was fixed, but removing the maximize pos slider feature broke it again; don't call ResizeParentToFit	1.0.26
12/5/03	12/8/03	done	during loop selection, if new loop overlaps previous loop, don't let position escape from loop	1.0.25
12/7/03	12/7/03	done	vertical scrolling completely broken	1.0.25
12/5/03	12/7/03	done	header gets out of sync w columns if header is dragged left when horz scroll bar is on far right	1.0.25
11/30/03	12/6/03	done	header control with drag resizing of columns	1.0.24 
12/5/03	12/5/03	done	if no vert scroll bar, drag selecting downwards causes channels to scroll off screen	1.0.23
12/5/03	12/5/03	done	dragging volume column partially over transport column, and then dragging filename column back the other way can cause screen artifacts	1.0.23
12/1/03	12/5/03	done	serialize must be version-aware so that older files can still be read after new features are added	1.0.23
11/1/03	12/5/03	done	master volume control (mf)	1.0.23
12/3/03	12/4/03	done	make missing sounds stuff generic; missing files	1.0.21
11/21/03	12/3/03	done	missing files search doesn't work	1.0.21
12/2/03	12/2/03	done	right click drag on position slider track clears loop selection bar immediately, but doesn't actually remove previous loop until button is released	1.0.20
12/1/03	12/2/03	done	if no vert scroll bar, adding enough channels to make it appear causes incorrect cform width	1.0.19
12/1/03	12/2/03	done	setting channel count above 64 doesn't change cform size; missing OnResize in ResizeToFit	1.0.19
12/1/03	12/2/03	done	inserting/deleting channels doesn't change cform size; missing ResizeToFit in MoveChannels	1.0.19
11/30/03	12/2/03	done	fix for pos slider jumps doesn't work for loops shorter than 1 sec	1.0.19
11/30/03	12/2/03	done	Audiere loop source position is in the future by 1 second relative to sound source position, causes slider to jump 1 sec when loop is added/removed; Audiere bug	1.0.19
11/30/03	12/2/03	done	during play, creating pos loop ahead of current pos causes jump to unexpected pos; also during play, left-clicking on pos track outside of loop area causes jump, both related to 1 sec problem	1.0.19
11/30/03	11/30/03	done	resizing with show window contents while dragging causes flickerama, major battle	1.0.16
11/30/03	11/30/03	done	flicker fix causes set channels to leave all ctrls undrawn (except pos!) if new channels are over cform bg; new does it too except file button gets drawn, total bitch	1.0.17
11/30/03	11/30/03	done	flicker fix causes selection to not paint number static boxes, must invalidate in chan select	1.0.18
11/30/03	11/30/03	done	only number area should cause selection, not all bg (mf)	1.0.18
11/30/03	11/30/03	done	during dragging selection and scrolling, after button is released scrolling doesn't stop	1.0.18
11/30/03	11/30/03	done	select, deselect, left-click on bg between ctrls and drag cursor outside cform causes unexpected selection	1.0.18
11/30/03	11/30/03	done	transport buttons should be closer together	1.0.19
11/1/03	11/21/03	done	child controls break accelerator key support	1.0.15
11/1/03	11/21/03	done	if repeat state is changed while track is stopped, next play resets to beginning of sample; Audiere bad behavior; fixed in CAudio	1.0.15
11/1/03	11/21/03	done	remove loop selection not working	1.0.15
11/1/03	11/21/03	done	selection of channels (move channel number to a flat button that also serves as a selector?)	1.0.15
11/1/03	11/21/03	done	clipboard support, done	1.0.15
11/1/03	11/21/03	done	sometimes adding channels causes incorrect position slider size	1.0.15
11/1/03	11/21/03	done	insert doesn't work; also occurs with cut/paste, to demonstrate, run, widen window, delete a channel, narrow window again	1.0.15
11/1/03	11/21/03	done	opening new doc while maximized causes resizing	1.0.15
11/1/03	11/21/03	done	can't drop a document, only audio files	1.0.15
11/1/03	11/21/03	done	missing files/ignore can leave channels uninitialized, strange behavior when loading test.mix	1.0.15
11/1/03	11/21/03	done	loop source position compensation is not a constant, the number of frames equal to 1 second depends on sample rate	1.0.15
11/1/03	11/21/03	done	samples shorter than one second don't display correctly when looped	1.0.15
11/1/03	11/21/03	done	shift-select doesn't support selection trimming	1.0.15
11/1/03	11/21/03	done	load file resizes window even when app is maximized	1.0.15
11/1/03	11/21/03	done	after window is widened, repeated file/new causes horz creep; +1 in ResizeToFit fixes it, why?	1.0.15
11/1/03	11/21/03	done	insert/delete channel(s)	1.0.15
3/24/05		hold	make CFormListView's resizable columns and header optional, to allow non-linear forms	
3/19/05		hold	waveform preview with time/ amplitude zoom, horz scroll bar, and selection; uncompr audio only	
2/1/05		hold	replace for channel titles? auto-hiding of file extension might be more useful	
2/1/05		hold	master mixer with mute/solo, volume and snapshot list for each open doc; reuse form list view	
1/29/05		hold	for pitch sliders, Page Up/Down keys should move thumb in semitones	
1/28/05		hold	auto time slider should support hundredths of a second, but then minutes button is misleading	
1/28/05		hold	when time slider's unit is seconds, spin delta is .01 seconds, but .05 is max timing resolution with 20Hz clock; slows stepping needlessly, delta could be .05 in this case	
1/14/05		hold	need secondary sort; could be modified header click, or a primary sort control	
11/9/04		hold	solve sync loss problem by adding sync mode to auto dlg; when set, auto pos is a modulus of a master clock instead of a unique state, and slider thumb is locked during automation	
10/30/04		hold	multi auto dialogs should be modeless; complicates undo and selection logic	
9/24/04		hold	showing a dialog bar doesn't give it focus; could be a feature, not sure	
5/7/04		hold	in multi auto dialogs, slider should have a datatip just like channel sliders; audio position is a problem because it's displayed in seconds and loops may have different lengths	
5/7/04		hold	need way to temporarily override mute/solo fading; control key?	
4/19/04		hold	add grouping with color-coded name buttons; channel number header should sort by group?	
3/12/04		hold	undo insignificant edits not fully implemented; would increase size of undo state	
3/12/04		hold	arrow keys should move current channel? can't use main accelerator, it breaks auto slider arrows	
2/18/04		hold	auto trigger slider should indicate auto pos; how to do without excessive overhead?	
1/17/04		hold	audio filename display options: suppress extension, remove leading digits	
1/9/04		hold	auto-scrubbing: automation that moves the audio selection instead of moving the thumb, but then how do you specify the automation range?	
1/1/04		hold	recording would be nice; use river past audio capture for now	
12/30/03		hold	presets and/or assignable macro keys to trigger fade in/out for several tracks at once (toshi)	
12/30/03		hold	context-sensitive help would be nice	
12/20/03		hold	alternate (faster) way to create automation loops; effect dialog with rate, width, bias controls?	
11/1/03		hold	dragging channels between documents; requires OLE	
11/1/03		hold	automation of automation (2nd derivative); very fancy	
2/17/05		punt	if search string isn't found, closing message box should set focus to find dialog's edit control	
2/15/05		punt	if large fonts are enabled, auto-slider height is off by just a hair, so that tips of selection range arrows are visible at bottom of slider, but only when slider doesn't have focus	
2/15/05		punt	if large fonts are enabled, and a slider has selection range and bottom-pointing thumb, bottom edge of slider channel is visible through thumb; windows bug, must custom draw entire thumb	
1/17/05		punt	audio play crashes w2k on Gateway GP6-400; sound card driver issue? audiere bug?	
12/31/04		punt	ramp up/down has double the frequency of triangle/square; triangle/square has correct period	
12/30/04		punt	can't create more than ten 64-track docs, or 708 channels in a single doc; try this under XP?	
10/2/04		punt	floating main frame control bars appear before app's main window, while audio is created	
10/2/04		punt	floating child frame control bars remain visible after document is closed, while audio shuts down	
10/2/04		punt	if a control bar is floating, tooltips of nearby channels are partially hidden or don't erase entirely	
9/30/04		punt	mixer should derive from scroll view, not form view, but drawing background flicker-free is hard	
9/26/04		punt	title shifts slightly to the right during popup edit (amount varies with font); handle paint?	
7/6/04		punt	raising tempo and lowering it again causes auto-trigger loops to get slightly out of sync	
7/4/04		punt	when a looping auto slider is resynced, undo doesn't restore original sync; problem occurs with all auto sliders, not only position, and not only with left-click, but also multi-edit, cut/paste, etc.	
6/26/04		punt	if position slider has a selection, for short samples, tool tip reports incorrect position when thumb is outside of selection, or near end of channel; audiere bug?	
3/10/04		punt	in multi auto dlg, if auto triggers are switched to non-repeat and stop by themselves, indicators on position slider thumbs sometimes become inaccurate; only happens with very short loops	
3/8/04		punt	when an auto-triggered sample has a selection, start point becomes slightly erratic; audiere bug?	
3/7/04		punt	during undo, focus and active channel are always one step behind their correct position	
2/7/04		punt	on Dell laptop, loading audio by dragging files from Windows explorer can cause audio artifacts, e.g. clicking, esp. if many tracks are playing; roll your own modeless file browser?	
1/24/04		punt	tooltip updates in OnHScroll and TimerHook cause tooltip to track mouse; how to prevent this?	
1/20/04		punt	in file dialog, if multiple selections are made, current folder setting is lost; windows bug	
1/17/04		punt	when a dialog is displayed before opening a big file, dialog doesn't always erase cleanly	
1/10/04		punt	context menu play/stop/pause should be disabled for empty tracks, but what if multiple tracks are selected and only some of them are empty?	
1/1/04		punt	sometimes the focused channel isn't the same as the current channel	
1/1/04		punt	holding down close or minimize button in an automation dialog blocks message loop, causing automation to freeze; clicking on title bar also blocks but it recovers after a second or so	
12/8/03		punt	on Dell desktop, clicking pitch can cause volume to jump; another pitch-related Audiere bug?	
12/5/03		punt	volume controls leak slightly when all the way down, worse with master volume, no idea why	
12/2/03		punt	audio position correction fails when entering a loop for the first time; Audiere delay, no solution	
11/1/03		punt	restarting paused audio causes a nasty glitch in output; audiere bug, workaround is stop mutes volume and waits 50ms for stream to flush	
11/1/03		punt	on Dell desktop, moving pitch slider doesn't always change the pitch, especially near slider's endpoints; CAudio::SetPitch receives the message, but doesn't seem to hold it, Audiere bug?	
